date_recd,company,city,county,num_affected,date_layoff,phone,union,warn-id,year,union_rep
2019-05-07,Falcon Transport Co.,Youngstown,Mahoning,52,2019-04-27,(330) 793-1345,NA,017-19-044,2019,0
2019-05-07,Falcon Transport Co.,Youngstown,Mahoning,49,2019-04-27,(330) 793-1345,NA,017-19-043,2019,0
2019-05-02,Bon Appetit Management Co.,Westerville,Franklin,85,2019-07-01,(843)509-9436,NA,011-19-042,2019,0
2019-05-01,"Alliance Data Systems, Inc.",Akron,Summit,150,2019-06-25,(614) 729-4015,NA,002-19-041,2019,0
2019-04-30,Ellett Brothers LLC,Bellefontaine,Logan,68,2019-06-30,(803) 345-3751,NA,007-19-040,2019,0
2019-04-29,"Joyson Safety Systems Acquisitions, LLC",Piqua,Miami,14,2019-06-28,NA,NA,007-19-039,2019,0
2019-04-25,JCPenney,Elyria,Lorain,69,2019-07-06,(440) 324-5736,NA,004-19-038,2019,0
2019-04-19,SP Plus,Columbus,Franklin,164,2019-05-31,(614) 610-4063,NA,011-19-037,2019,0
2019-04-12,Laird,Cleveland,Cuyahoga,2,2019-06-14,(760) 703-4551,NA,003-19-036,2019,0
2019-04-09,Leadec Corporation,Warren,Trumbull,40,2019-05-03,(513) 731-3590,"United Automotive Workers, Local 1112",018-19-035,2019,1
2019-03-26,General Motors LLC,Warren,Trumbull,26,2019-05-31,(330) 824-5810,"U.A.W. International and Local
Union 1112",018-19-034,2019,1
2018-12-17,GM Lordstown Complex,Warren,Trumbull,1607,2019-03-06,(330) 824-5810,U.A.W. International and Local Union 1112,018-18-022,2019,1
2019-04-29,"Payless ShoeSource, Inc.",Brookville,Montgomery,217,2019-05-01,(469) 530-4435,NA,007-19-033,2019,0
2019-03-25,Ferro Corporation,Cleveland,Cuyahoga,71,2019-05-22,(216) 875-6113,Steelworkers Local 1170,003-19-032,2019,1
2019-03-18,Schwebel Baking Company,Solon,Cuyahoga,204,2019-05-16,(330) 783-2860,"Teamsters Local 507
Teamsters Local 52 Bakers Union Local 19",003-19-031,2019,1
2019-03-14,Fifth Third Bank,Wilmington,Clinton,30,2019-05-13,(513) 534-7637,NA,007-19-030,2019,0
2019-03-22,Ryder Integrated Logistics,Lockbourne,Franklin,249,2019-05-10,(614) 409-5027,NA,011-19-029,2019,0
2019-03-08,Crothall Healthcare,Lima,Allen,58,2019-04-30,(513) 518-9917,NA,007-19-028,2019,0
2019-03-05,American Electric Power (AEP),Conesville,Coshocton,50,2019-05-31,(740) 829-4032,IBEW Local 1466,007-19-027,2019,1
2019-03-04,Ryder Integrated Logistics,Groveport,Franklin,20,2019-05-04,(317) 837-5305,NA,011-19-026,2019,0
2019-03-04,Ryder Integrated Logistics,Lockbourne,Franklin,76,2019-05-04,(317) 837-5305,NA,011-19-025,2019,0
2019-03-04,"General Motors, LLC",West Chester,Butler,101,2019-05-31,(810) 640-3312,U.A.W. International Union and the U.A.W. Local Union 696,012-19-024,2019,1
2019-02-26,New England Motor Freight (NEMF),Cincinnati,Hamilton,58,2019-02-15,(732) 940-7216,"Local 447 of District 15 of the International Association of Machinists and Aerospace Workers, AFL-CIO",002-19-023,2019,1
2019-02-26,New England Motor Freight (NEMF),Columbus,Franklin,94,2019-02-15,(732) 940-7216,"Local 447 of District 15 of the International Association of Machinists and Aerospace Workers, AFL-CIO",002-19-023,2019,1
2019-02-26,New England Motor Freight (NEMF),Richfield,Summit,97,2019-02-15,(732) 940-7216,"Local 447 of District 15 of the International Association of Machinists and Aerospace Workers, AFL-CIO",002-19-023,2019,1
2019-02-26,New England Motor Freight (NEMF),Toledo,Lucas,35,2019-02-15,(732) 940-7216,"Local 447 of District 15 of the International Association of Machinists and Aerospace Workers, AFL-CIO",002-19-023,2019,1
2019-02-25,"Consolidated Glass and Mirror, LLC",Millbury,Wood,NA,2019-04-22,(248) 340-2067,NA,007-19-022,2019,0
2019-02-22,The Genie Company,Baltic,Tuscarawas,58,2019-04-26,(330) 763-8072,NA,006-19-021,2019,0
2019-02-20,Spectrum Pharmaceuticals,NA,NA,NA,2019-04-12,(702) 835-6310,NA,003-19-020,2019,0
2019-02-19,"Duralee (The Robert Allen Duralee Group, Inc.)",Valley View,Cuyahoga,3,2019-04-22,(508) 851-6600,NA,003-19-019,2019,0
2019-03-04,Leadec Corporation,Warren,Trumbull,39,2019-04-01,(513) 731-3590,"United Automotive Workers, Local 1112",018-19-018,2019,1
2019-02-19,Columbus Bakery,Columbus,Franklin,405,2019-02-11,(614) 462-2080,"International Association of Machinists and Aerospace Workers, The Bakery, Confectionery, Tobacco Workers and Grain Millers",011-19-017,2019,1
2019-02-13,Dillard's,Boardman,Mahoning,123,2019-04-17,(501) 376-5261,NA,017-19-016,2019,0
2019-02-13,Park East Center,Beachwood,Cuyahoga,95,2019-02-14,(216) 861-4303,"Service Employees International Union District 1199 WV/KY/OH, The Health Care and Social Service Union,
CTW, CLC",003-19-015,2019,1
2019-02-08,Lamrite West (Pat Catan's),Strongsville,Cuyahoga,56,2019-01-29,(972)409-5880,NA,003-19-014,2019,0
2019-02-05,"General Motors, LLC.",Warren,Trumbull,11,2019-02-04,(313) 665-4512,NA,018-19-013,2019,0
2019-01-30,"ParkOhio Products, Inc.",Cleveland,Cuyahoga,NA,2019-03-31,(216) 334-1127,NA,003-19-012,2019,0
2019-01-28,Teleperformance,Fairborn,Greene,334,2019-03-31,(801) 257-5811,NA,007-19-011,2019,0
2019-01-25,"Things Remembered, Inc.",Highland Heights,Cuyahoga,126,2019-03-04,(440) 473-2000,NA,003-19-010,2019,0
2019-01-18,Holiday Inn French Quarter,Perrysburg,Wood,170,2019-03-31,(567) 331-8448,NA,007-19-009,2019,0
2019-01-14,"Thirty One Gifts, LLC",Columbus,Franklin,620,2019-03-22,(614) 414-4300,NA,011-19-008,2019,0
2019-01-14,Vista Window Company,Lordstown,Trumbull,110,2019-01-14,(216) 832-6977,NA,018-19-007,2019,0
2019-01-10,"Keystone Tailored Manufacturing, LLC",Brooklyn,Cuyahoga,140,2019-03-11,(646) 647-2790,"Workers United Union and IAM
Union",003-19-006,2019,1
2019-01-10,"Robert Bosch Battery Systems, LLC",Springboro,Warren,68,2019-07-01,(937) 743-4567,"IUE-CWA-AFL-CIO-CLC, Local
755 Dayton, OH, Industrial Division of the Communication Workers of America and Robert Bosch Battery Systems LLC",012-19-005,2019,1
2019-01-07,"Ryder Integrated Logistics, Inc.",Streetsboro,Portage,75,2019-03-08,(317) 590-0852,NA,019-19-004,2019,0
2019-01-03,New Story of Ohio,Columbus,Franklin,53,2019-03-03,(570) 609-0626,NA,011-19-003,2019,0
2019-01-03,ICONEX,West Chester Township,Butler,67,2019-03-03,(937) 750-3916,NA,012-19-002,2019,0
2019-01-02,"Comprehensive Logistics, Inc.(Source Providers)",Austintown,Mahoning,NA,2019-03-18,(330) 793-8097,United Steelworkers of America,017-19-001,2019,1
